CountyName	PrecinctName	Amend #2 Yes	Amend #2 No	Amend #3 Yes	Amend #3 No	Amend #6 Yes	Amend #6 No	Amend #7 Yes	Amend #7 No	Prop B Yes	Prop B No
JACKSON	PR 30C	347	213	361	195	327	197	469	70	404	147
JACKSON	PR 31 	591	337	629	294	522	362	742	155	659	250
JACKSON	"PR 33,34"	328	298	350	276	378	218	523	89	507	116
JACKSON	"PR 35, 44A, 79"	423	286	440	267	416	263	576	106	512	181
JACKSON	PR 37	213	166	174	200	222	134	315	51	303	73
JACKSON	"PR 37A, 39"	405	337	436	311	463	240	621	97	597	139
JACKSON	PR 38	208	134	157	182	201	119	280	47	276	55
JACKSON	PR 39A	299	248	342	207	325	192	444	76	407	128
JACKSON	PR 40	335	226	332	232	326	194	462	72	464	91
JACKSON	PR 40A	154	112	137	125	161	88	218	41	198	61
JACKSON	"PR 41, 81"	322	275	362	238	336	226	495	78	445	149
JACKSON	PR 45	297	263	260	300	322	213	451	85	450	103
JACKSON	"PR 46,67"	170	144	175	137	190	106	247	44	257	56
JACKSON	PR 47	275	239	275	233	330	157	419	76	394	110
JACKSON	PR 48	247	235	300	180	277	171	395	65	367	104
JACKSON	PR 49	335	265	346	253	360	212	503	75	466	123
JACKSON	PR 50	237	185	227	191	240	154	352	43	342	71
JACKSON	PR 50A	390	323	437	276	443	237	577	104	515	187
JACKSON	PR 50B	383	289	440	224	383	247	548	94	497	160
JACKSON	"PR 50C, 50D"	242	228	296	178	288	163	395	63	351	117
JACKSON	PR 51 	193	154	164	179	196	136	288	47	269	58
JACKSON	PR 51A	193	176	174	191	197	159	301	56	273	69
JACKSON	PR 52	257	233	286	201	292	170	420	59	365	99
JACKSON	PR 52A	262	234	296	197	290	172	424	50	360	105
JACKSON	PR 53	30	5	25	10	21	12	33	2	29	5
JACKSON	PR 55	323	276	362	234	361	213	510	73	446	117
JACKSON	"PR 57, 73,73B, 73C"	8	4	5	7	5	7	10	2	8	2
JACKSON	"PR 58, 58A, 58B, 75A"	87	73	94	65	91	58	133	19	116	34
JACKSON	"PR 58C, 63,63A, 63B,65,77,77A"	304	315	339	275	357	239	490	109	371	197
JACKSON	"PR 59,60,75,75B,75C,75D,75E"	324	289	347	266	341	253	503	95	397	185
JACKSON	PR 66	364	315	395	279	388	256	571	87	519	148
JACKSON	PR 66A	339	307	388	251	367	244	535	88	464	175
JACKSON	PR 69	251	278	314	213	305	201	429	77	404	121
JACKSON	PR 70	354	269	372	245	371	211	525	64	473	137
JACKSON	"SN 01, 01B"	150	157	154	160	194	106	255	46	246	61
JACKSON	SN 01A	49	61	64	45	64	40	88	20	83	25
JACKSON	SN 01C	1	3	2	1	2	2	2	2	0	4
JACKSON	"SN 02,30A"	259	251	297	208	296	188	406	81	350	154
JACKSON	"SN 03,03B,03C,4"	376	342	426	295	418	271	577	123	523	194
JACKSON	SN 05	211	200	231	179	229	162	322	74	301	82
JACKSON	"SN 05A,05B,61,62,62A,97"	379	263	404	236	372	240	537	89	455	150
JACKSON	"SN 06,06B,65"	466	435	478	425	554	300	741	130	644	200
JACKSON	"SN 06A, 66"	298	269	365	193	344	189	456	84	364	156
JACKSON	"SN 06C,06E,06F"	340	322	383	272	394	235	547	86	469	150
JACKSON	"SN 07,13,13A"	184	133	176	142	187	120	262	44	229	62
JACKSON	SN 08	285	256	303	240	314	197	436	86	385	105
JACKSON	SN 09	387	315	401	291	404	256	558	110	502	155
JACKSON	SN 10	245	185	229	201	221	187	333	82	293	109
JACKSON	SN 11	229	178	191	213	222	160	329	58	291	82
JACKSON	SN 11A	323	316	342	295	355	246	505	100	468	125
JACKSON	SN 14	133	96	109	117	126	87	185	32	167	45
JACKSON	"SN 14A,31B,75A,75B,76,76A"	153	136	142	145	173	100	238	34	212	57
JACKSON	"SN 15,15A"	253	213	195	269	255	181	371	75	358	82
JACKSON	SN 15B	156	145	143	159	164	126	248	47	231	51
JACKSON	"SN 16,40A,41,42,98"	416	353	344	416	453	270	628	108	596	127
JACKSON	"SN 17,69"	321	281	324	279	357	221	506	76	461	103
JACKSON	SN 18	362	320	370	310	404	249	582	87	512	123
JACKSON	SN 19	266	220	231	254	287	177	402	68	375	84
JACKSON	"SN 20, 70A"	185	146	170	158	181	136	281	46	239	70
JACKSON	"SN 21,24,70,71"	365	295	312	345	373	256	538	103	489	115
JACKSON	"SN 21B,25,30B,30C,68,72A"	268	217	258	227	280	174	378	88	329	118
JACKSON	SN 22	266	250	259	260	296	191	410	84	395	90
JACKSON	SN 23	392	245	293	333	381	224	520	85	491	93
JACKSON	"SN 23A, 31"	184	135	133	187	195	109	266	44	246	52
JACKSON	SN 26	184	160	152	188	205	120	283	51	247	70
JACKSON	SN 27	233	190	215	208	245	158	340	69	321	74
JACKSON	"SN 29, 73"	370	330	388	305	401	258	560	112	501	151
JACKSON	SN 30	130	129	134	125	148	102	213	39	201	42
JACKSON	SN 30A	332	329	405	252	393	233	551	89	454	162
JACKSON	SN 31A.78A	384	290	368	305	399	239	561	92	516	119
JACKSON	SN 32	290	260	256	291	329	194	465	68	430	101
JACKSON	SN 33 	188	156	148	194	192	140	284	47	247	72
JACKSON	"SN 34,34A, 74"	411	390	443	350	459	305	669	105	566	176
JACKSON	"SN 35,36"	359	262	345	270	392	203	518	79	459	120
JACKSON	SN 35A	183	158	157	185	202	121	273	58	254	64
JACKSON	"SN 37,38,39"	287	161	255	188	244	182	363	66	322	94
JACKSON	"SN 40, 84A"	395	388	429	354	491	258	673	83	611	135
JACKSON	"SN 40B,67,77,78,78B,79,79A"	151	136	153	136	165	106	231	44	191	78
JACKSON	SN 40D	275	275	289	253	343	182	463	61	383	134
JACKSON	"SN 44,45,45B,82A,88B"	73	69	65	77	65	66	108	26	101	32
JACKSON	"SN 45A,59,81,81A,81B,81C"	384	412	402	388	444	293	665	103	549	181
JACKSON	"SN 47,48"	207	146	149	202	220	120	286	53	280	58
JACKSON	"SN 49,52 "	96	75	81	92	107	60	136	28	137	30
JACKSON	"SN 50,88A,88C"	151	187	165	175	205	110	273	52	268	69
JACKSON	SN 51	205	229	217	216	235	176	350	64	349	80
JACKSON	"SN 53,55"	221	201	158	264	242	163	344	60	359	59
JACKSON	SN 57	310	292	254	344	336	231	499	85	501	89
JACKSON	"SN 60,60A"	56	57	57	54	64	43	96	14	71	24
JACKSON	"SN 80,82"	195	222	207	210	239	162	361	45	290	103
JACKSON	"SN 84,84B,84C,85"	42	43	30	55	48	26	72	8	58	19
JACKSON	"SN 86,87,88,91"	244	210	215	240	255	184	365	76	333	100
JACKSON	"SN 89,90"	136	141	121	155	149	115	240	27	193	60
JACKSON	SN 90B	1	2	2	1	2	1	3	0	1	2
JACKSON	"SN 94,94A,94B,95,96"	142	120	126	137	144	109	207	48	186	56
JACKSON	"VB 01,01A, 01B, 01C, 02, 02A"	151	129	135	145	158	108	219	52	182	75
JACKSON	VB 05 	172	110	151	133	187	84	234	41	194	74
JACKSON	"VB 06, 06A"	151	74	118	103	133	75	184	26	149	57
JACKSON	"VB 07,09,10,11A,17,18"	174	160	175	158	188	126	258	63	231	78
JACKSON	VB 08	210	93	160	141	170	118	237	51	216	67
JACKSON	"VB 19,19A,19B, 20, 21"	90	98	106	80	114	67	158	25	113	58
JACKSON	"VB 26,27,28,29,30,31,32,33"	138	136	121	150	163	94	227	37	196	64
JACKSON	"VB 34,35,36,37"	128	148	126	149	157	109	224	45	203	55
JACKSON	"VB 38,39,40,40A"	419	371	355	428	465	286	645	115	556	180
JACKSON	"VB 40B,41,42"	147	148	119	173	164	115	246	38	220	57
JACKSON	WA 01	251	152	232	163	216	166	320	60	347	34
JACKSON	WA 02 	184	142	185	136	181	130	257	59	285	27
JACKSON	WA 03	198	121	181	137	157	150	238	74	285	22
JACKSON	WA 04 	272	190	241	222	251	185	341	104	383	57
JACKSON	WA 05	346	253	319	278	344	222	426	140	478	85
JACKSON	WA 06	131	94	104	120	135	74	176	36	170	35
JACKSON	WA 07	164	97	140	119	137	106	190	57	211	29
JACKSON	WA 08	147	115	135	123	167	80	213	39	205	42
JACKSON	WA 09	166	155	144	178	181	126	251	61	243	63
JACKSON	WA 10	197	183	183	200	234	128	317	50	294	66
JACKSON	WA 11	224	176	157	244	218	159	326	57	301	63
JACKSON	WA 12	163	150	147	167	175	128	256	49	246	52
JACKSON	WA 13	301	177	295	178	282	177	387	76	374	65
JACKSON	WA 14	210	189	186	210	229	151	314	68	319	57
JACKSON	WA 15	234	232	215	249	260	175	366	69	334	87
JACKSON	WA 16	364	248	363	250	350	236	472	115	505	75
JACKSON	WA 17	308	301	267	343	351	232	499	93	454	118
JACKSON	ZZZ ABSENTEE	3409	2302	3556	2074	3642	1748	4845	663	4371	1213
JASPER	001 ALBANECK CITYPURCELL	174	258	143	289	237	170	364	52	315	109
JASPER	002 ASBURYMEDOCWACO	98	181	119	162	155	108	234	35	166	103
JASPER	003 CARL JUNCTION - 12	394	721	508	607	670	405	957	131	727	375
JASPER	005 CARL  JUNCTION - 3	396	776	676	498	760	382	1030	126	687	482
JASPER	"007 CARTERVILLE 1,2,3,4"	239	426	312	351	387	245	580	64	442	210
JASPER	008 CARTHAGE 1-1 1-2	150	221	160	212	210	142	292	60	279	80
JASPER	009 CARTHAGE 2-1	169	255	164	259	243	170	349	61	299	121
JASPER	011 CARTHAGE 3-1	263	405	292	378	390	250	550	99	455	204
JASPER	013 CARTHAGE 4-1	304	580	427	450	458	364	695	133	575	285
JASPER	015 CARTHAGE 5-1	347	447	373	421	438	318	660	103	551	228
JASPER	017 CENTENNIAL	245	432	301	375	375	262	539	99	399	247
JASPER	019 DUENWEG	140	298	184	253	216	181	331	67	275	140
JASPER	021 JACKSON-EAST	138	263	174	228	236	144	339	51	260	133
JASPER	022 JACKSON-WEST	148	227	156	221	216	150	313	58	235	139
JASPER	023 JASPER	115	289	152	254	214	168	311	72	252	144
JASPER	024 JOPLIN 1	171	205	171	203	234	133	309	57	287	90
JASPER	025 JOPLIN 2	347	549	471	423	524	343	772	98	576	303
JASPER	027 JOPLIN 4	322	645	574	398	611	302	806	128	559	379
JASPER	028 JOPLIN 5	251	363	290	321	362	225	513	77	423	180
JASPER	029 JOPLIN 7	202	214	196	223	246	151	353	51	306	107
JASPER	030 JOPLIN 8	224	251	252	224	278	174	396	65	269	190
JASPER	031 JOPLIN 10	401	471	410	466	536	316	749	108	610	254
JASPER	033 JOPLIN 12	291	283	266	308	341	209	483	74	424	150
JASPER	034 JOPLIN 13	220	255	218	259	294	161	420	46	336	130
JASPER	036 JOPLIN 15	483	702	637	544	682	458	1006	141	739	423
JASPER	037 JOPLIN 16	402	506	402	508	583	296	765	118	666	228
JASPER	039 JOPLIN 22	255	403	329	330	411	223	552	80	425	216
JASPER	040 JOPLIN 23	297	379	370	305	420	227	601	60	429	235
JASPER	041 JOPLIN 24	337	397	366	366	453	237	633	74	516	205
JASPER	042 JOPLIN 25	214	389	357	248	398	176	527	57	386	204
JASPER	043 JOPLIN 26	288	479	428	342	475	262	663	84	501	263
JASPER	044 LAKESIDE	75	136	99	112	137	62	176	35	131	82
JASPER	046 LINCOLN	55	190	83	163	119	120	188	51	128	116
JASPER	047 McDONALD	85	140	83	142	122	93	203	22	140	85
JASPER	048 MADISON-NORTH	131	314	181	266	245	169	374	48	278	158
JASPER	049 MADISON-SOUTH	111	180	136	156	160	112	234	42	187	97
JASPER	050 MARION	92	228	115	200	155	146	234	72	180	132
JASPER	051 MONITOR	263	557	338	477	473	314	689	102	479	330
JASPER	053 ORONOGO 1  2	81	146	103	123	123	97	187	38	157	70
JASPER	054 - ORONOGO 2	276	600	412	461	560	276	741	112	532	339
JASPER	055 PINEPRAIRIE STAR	96	174	105	168	134	124	223	36	165	101
JASPER	056 REEDS	83	122	60	144	111	88	163	36	147	55
JASPER	059 SARCOXIE-1	234	406	238	400	367	234	513	92	436	180
JASPER	060 TUCKAHOE	323	606	479	446	563	327	773	127	564	346
JASPER	061 WEBB CITY-1	439	836	639	639	797	414	1073	161	785	462
JASPER	063 WEBB CITY-3	468	858	629	691	764	465	1056	186	829	449
JASPER	065 ZINCITE	208	396	252	350	337	256	507	84	381	219
JASPER	066 REX	315	629	471	474	556	332	788	113	567	343
JASPER	099 ABSENTEE	975	1104	1105	965	1320	656	1852	164	1413	634
JEFFERSON	01100 FOX C-6 SERVICE CENTER	819	733	545	997	916	564	1240	255	1281	254
JEFFERSON	01100 NEW HOPE METHODIST	1029	882	873	1026	1152	642	1540	283	1514	370
JEFFERSON	01120 IMMACULATE CONCEPTION CHURCH	1001	965	884	1074	1209	659	1609	298	1547	399
JEFFERSON	01130 JEFFERSON CO LIBRARY ARNOLD	861	839	700	996	1028	577	1356	289	1363	320
JEFFERSON	02100 GRANDVIEW MIDDLE SCHOOL	429	449	283	592	477	364	694	158	696	172
JEFFERSON	02110 CEDAR HILL FIRE HOUSE 2	272	193	124	343	264	189	390	74	397	72
JEFFERSON	02120 BAPTIST CHURCH DITTMER	457	437	315	578	503	337	709	143	710	177
JEFFERSON	03100 CHRISTIAN OUTREACH SCHOOL	388	487	292	580	533	306	670	180	641	220
JEFFERSON	03105 HILLSBORO CIVIC CENTER	535	560	416	678	633	398	899	150	845	240
JEFFERSON	03110 HILLSBORO CHRISTIAN CHURCH	765	802	691	873	926	551	1270	242	1195	345
JEFFERSON	03130 HILLSBORO CITY HALL	273	272	221	322	336	188	424	96	443	91
JEFFERSON	03170 1ST BAPTIST CHURCH VICTORIA	402	334	284	447	427	280	577	132	582	145
JEFFERSON	04100 JEFFERSON CO LIBRARY NORTHWEST	610	544	485	667	723	381	964	151	907	232
JEFFERSON	04140 HIGH RIDGE CIVIC CENTER	918	789	699	1006	1069	548	1367	287	1339	356
JEFFERSON	04160 NORTH JEFFERSON INTER SCHOOL	596	575	442	727	692	413	942	174	929	229
JEFFERSON	04170 ST MARIN UNITED CHURCH OF CHRIST	250	277	188	338	309	195	441	71	410	110
JEFFERSON	04175 CEDAR SPRINGS ELEM SCHOOL	361	309	265	406	409	233	555	94	528	130
JEFFERSON	04190 FAITH UNITED METHODIST	418	384	320	482	472	290	648	116	631	157
JEFFERSON	05100 ANTONIA SCHOOL	582	576	521	639	639	470	962	164	859	283
JEFFERSON	05110 ST PAULS LUTHERAN	384	355	310	433	378	320	577	124	578	147
JEFFERSON	05115 ROCK PRESBYTERIAN CHURCH	124	119	95	148	136	99	192	46	193	50
JEFFERSON	05120 WINDSOR LIBRARY	1020	849	767	1100	1139	653	1535	265	1482	357
JEFFERSON	05140 SECKMAN ELEM SCHOOL	568	490	493	566	650	354	894	125	876	175
JEFFERSON	05142 SECKMAN MIDDLE SCHOOL	502	430	439	486	545	326	751	135	708	207
JEFFERSON	05145 IMPERIAL BOWL	632	680	594	713	740	510	1069	193	993	304
JEFFERSON	05150 CLYDE HAMRICK SCHOOL	378	320	275	426	387	280	566	108	546	148
JEFFERSON	06210 1ST CHRISTIAN CHURCH HEMATITE	357	441	320	479	459	299	664	112	605	183
JEFFERSON	06220 HERC. METHODIST	512	453	460	505	573	348	801	132	776	176
JEFFERSON	06250 1ST BAPTIST CHURCH HORINE	269	300	210	362	311	235	422	126	452	113
JEFFERSON	06260 MAPAVILLE FIREHOUSE	795	882	698	978	979	617	1383	252	1273	386
JEFFERSON	06270 ZION LUTHERAN CHURCH	697	606	505	802	744	485	1046	211	1053	236
JEFFERSON	06300 DUNKLIN FIREHOUSE	199	248	183	262	266	156	355	70	329	109
JEFFERSON	07100 CEDAR HILL LUTHERAN	883	983	757	1103	1103	668	1528	273	1474	375
JEFFERSON	07110 NORTHWEST HIGH SCHOOL	674	627	487	816	788	458	1045	212	1062	231
JEFFERSON	07140 EUREKA FIREHOUSE 3	274	210	202	280	309	147	408	61	378	103
JEFFERSON	07160 HOUSE SPRINGS INT. SCHOOL	699	607	481	822	762	492	1089	177	1060	229
JEFFERSON	07170 PACIFIC FIREHOUSE 3	296	230	231	299	327	176	448	64	427	97
JEFFERSON	07180 ST JOSEPHS HILL INFIRMARY	462	389	431	417	557	253	749	71	644	196
JEFFERSON	08100 ATHENA SCHOOL	869	709	593	988	901	613	1288	244	1277	295
JEFFERSON	08110 DANBY RUSH TOWER	639	616	517	737	737	452	1028	191	977	265
JEFFERSON	08115 JEFF R7 PRIMARY SCHOOL	152	109	121	139	150	104	206	44	207	49
JEFFERSON	08140 PLATTIN METHODIST CHURCH	294	260	217	339	316	217	447	101	424	131
JEFFERSON	09090 FESTUS SPECIAL ROAD DIST.	66	69	51	84	73	55	103	30	109	25
JEFFERSON	09095 AMERICAN LEGION POST 253	41	53	33	63	49	41	68	26	64	31
JEFFERSON	09110 SHEKINAH MASONIC LODGE	125	122	94	149	149	80	193	46	196	46
JEFFERSON	09120 CRYSTAL CITY - CITY HALL	218	155	189	184	227	123	311	47	314	56
JEFFERSON	09130 CRYSTAL CITY LIBRARY	188	192	163	218	218	146	306	62	312	67
JEFFERSON	09140 CRYSTAL CITY HIGH SCHOOL	393	390	374	410	476	254	633	122	596	177
JEFFERSON	09150 K.C. HALL FESTUS	337	253	242	348	372	197	490	80	498	85
JEFFERSON	09170 FESTUS CITY HALL	423	408	390	444	512	273	672	116	666	150
JEFFERSON	09180 FESTUS PUBLIC WORKS BLDG	413	435	423	429	524	292	673	145	674	171
JEFFERSON	09200 FESTUS MIDDLE SCHOOL	677	645	690	630	807	454	1102	184	1039	264
JEFFERSON	10100 PIETRO'S BLUFF'S RESTAURANT	839	747	672	912	949	543	1316	210	1281	288
JEFFERSON	10110 MURPHY ELEM SCHOOL	582	508	490	598	700	346	905	145	864	211
JEFFERSON	10115 1ST BAPTIST CHURCH MURPHY	867	746	690	917	989	537	1352	201	1260	336
JEFFERSON	10120 ST JOHN CATHOLIC CHURCH	210	229	203	234	267	153	356	70	326	112
JEFFERSON	10125 GERMAN CULTURAL SOCIETY	796	796	654	940	955	563	1274	267	1198	381
JEFFERSON	10130 SHADY VALLEY FIREHOUSE	18	14	12	20	16	15	21	10	24	8
JEFFERSON	10160 GEORGE GUFFEY ELEM SCHOOL	749	596	601	743	830	453	1128	182	1051	283
JEFFERSON	10161 GEORGE GUFFEY ELEM SCHOOL	776	639	674	739	881	469	1199	172	1120	280
JEFFERSON	11100 DESOTO LIBRARY	305	295	225	375	343	224	469	104	499	90
JEFFERSON	11110 HOPSON LUMBER CO	109	134	84	156	150	82	195	40	207	36
JEFFERSON	11120 MUELLER ELEC CO	159	157	128	188	193	110	252	52	250	59
JEFFERSON	11130 CARMENS HALL	385	395	340	440	473	270	593	158	641	136
JEFFERSON	11150 SUNRISE SCHOOL	633	596	490	740	722	460	1039	174	1015	213
JEFFERSON	11170 KC HALL DESOTO	515	514	352	671	580	398	860	136	876	143
JEFFERSON	11175 REDEEMER LUTHERAN CHURCH	275	236	214	296	283	203	419	73	403	99
JEFFERSON	11195 VINELAND SCHOOL	167	190	134	225	206	141	304	49	293	62
JEFFERSON	12100 SALVATION ARMY WORSHIP CENTER	640	463	449	654	683	372	926	145	885	211
JEFFERSON	12101 SALVATION ARMY WORSHIP CENTER	627	554	514	668	721	391	957	169	939	223
JEFFERSON	12120 AMERICAN LEGION POST #283	767	780	656	888	967	505	1266	233	1188	333
JEFFERSON	12135 LONE DELL SCHOOL	304	261	252	317	371	169	450	94	446	115
JEFFERSON	12140 SIMPSON ELEM SCHOOL	1135	941	880	1188	1285	680	1740	261	1681	375
JEFFERSON	12150 MERAMEC HEIGHTS SCHOOL	460	400	368	488	537	274	712	119	667	183
JEFFERSON	ABSENTEE	1527	1400	1535	1389	1907	916	2555	317	2305	606
JOHNSON	001 CENTERVIEW	314	277	252	341	339	234	502	79	434	151
JOHNSON	002 CHILHOWEE	217	230	174	272	248	185	353	80	347	99
JOHNSON	003 COLUMBUS	205	227	158	274	273	142	360	63	315	112
JOHNSON	004 HAZEL HILL	386	270	312	339	405	231	552	89	495	155
JOHNSON	005 N HOLDEN	295	284	222	353	340	216	489	67	445	126
JOHNSON	006 S HOLDEN	271	255	208	316	304	195	459	56	412	111
JOHNSON	007 JEFFERSON	114	95	90	120	135	72	184	21	157	53
JOHNSON	008 KINGSVILLE	242	268	183	326	295	201	433	66	374	127
JOHNSON	009 KNOB NOSTER	583	571	523	629	777	346	1014	116	864	281
JOHNSON	010 LOWLAND	90	104	98	94	122	68	166	25	143	50
JOHNSON	011 SIMPSON	116	116	102	128	128	93	189	40	180	52
JOHNSON	012 MONSERRAT	281	279	271	284	365	171	479	59	409	143
JOHNSON	013 PITTSVILLE	844	781	697	929	1025	562	1435	168	1236	380
JOHNSON	014POST OAK	446	283	289	437	427	271	629	78	592	131
JOHNSON	015 ROSE HILL	183	216	136	265	220	171	357	40	303	96
JOHNSON	016 WBG NE	817	576	811	582	884	459	1215	151	1079	310
JOHNSON	017 WBG NW	555	362	443	474	569	320	785	116	692	224
JOHNSON	018 WBG SE 1	840	575	841	573	912	450	1191	195	1041	360
JOHNSON	019 WBG SE 2	552	328	484	395	559	284	738	117	689	188
JOHNSON	019 WBG SW	609	397	604	401	633	337	825	154	763	233
JOHNSON	ABSENTEE	584	302	535	346	597	249	761	94	673	208
KANSAS CITY	"W001, P001, 4"	496	177	418	254	406	235	546	103	569	98
KANSAS CITY	"W001, P002"	219	46	185	79	164	81	215	35	233	26
KANSAS CITY	"W001, P003"	195	62	160	98	160	85	204	44	214	41
KANSAS CITY	"W001, P005"	376	190	361	201	304	227	432	104	524	45
KANSAS CITY	"W001, P006"	443	126	379	186	320	217	446	99	497	68
KANSAS CITY	"W001, P007"	416	93	318	191	280	211	409	83	449	59
KANSAS CITY	"W001, P008"	130	89	154	66	110	91	154	49	193	21
KANSAS CITY	"W001, P009"	270	90	232	126	200	140	277	68	319	39
KANSAS CITY	"W001, P010, 11"	12	2	7	8	11	3	11	2	14	0
KANSAS CITY	"W002, P001, 2, 3"	361	149	256	240	192	280	293	180	488	21
KANSAS CITY	"W002, P004"	346	121	231	240	167	287	260	197	457	16
KANSAS CITY	"W002, P005, 6, 7, 8"	364	157	258	273	233	279	319	182	514	21
KANSAS CITY	"W002, P011, 12, 13"	180	123	152	149	154	133	205	83	266	33
KANSAS CITY	"W002, P014, 9, 10, 15"	322	170	221	271	168	305	224	245	473	18
KANSAS CITY	"W002, P016"	14	3	8	9	9	8	14	3	16	1
KANSAS CITY	"W003, P003, 2"	144	75	110	108	81	127	116	96	208	13
KANSAS CITY	"W003, P004"	114	49	83	74	74	74	92	53	158	5
KANSAS CITY	"W003, P005, 6, 7"	438	195	323	306	277	320	374	228	613	23
KANSAS CITY	"W003, P008, 11"	310	159	220	258	191	248	256	184	456	21
KANSAS CITY	"W003, P009, 12, 13"	312	156	225	243	166	273	245	199	447	20
KANSAS CITY	"W003, P010, 1"	371	213	275	290	238	302	355	181	544	31
KANSAS CITY	"W003, P014"	199	92	142	143	100	170	153	116	272	13
KANSAS CITY	"W004, P001, 2"	342	104	257	188	258	167	349	79	408	38
KANSAS CITY	"W004, P003, 4"	367	103	267	200	269	177	373	75	412	56
KANSAS CITY	"W004, P005, 6"	521	149	356	313	376	262	539	105	611	56
KANSAS CITY	"W004, P007"	425	89	351	160	275	213	400	94	445	68
KANSAS CITY	"W004, P009, 8, 10"	834	175	617	388	621	355	838	142	922	87
KANSAS CITY	"W005, P002, 1, 10"	713	194	634	267	490	359	666	181	757	133
KANSAS CITY	"W005, P003, 9"	533	123	390	261	402	215	531	93	595	55
KANSAS CITY	"W005, P004, 11"	830	152	610	368	599	338	810	141	908	75
KANSAS CITY	"W005, P005, 6"	856	194	663	385	651	337	857	144	935	106
KANSAS CITY	"W005, P008, 7"	458	103	338	212	318	209	449	83	478	74
KANSAS CITY	"W006, P003, 2"	737	201	660	273	528	362	729	175	794	133
KANSAS CITY	"W006, P004, 1, 5"	519	124	464	181	362	240	505	111	525	111
KANSAS CITY	"W006, P007, 6"	587	139	505	210	405	275	575	121	611	99
KANSAS CITY	"W006, P008, 9"	702	201	667	228	436	405	707	145	656	233
KANSAS CITY	"W006, P011, 10"	773	210	679	297	494	438	746	202	832	143
KANSAS CITY	"W006, P013, 12"	856	159	690	322	569	395	772	195	894	110
KANSAS CITY	"W007, P001, 2"	291	130	173	247	144	260	225	181	410	13
KANSAS CITY	"W007, P003, 4"	375	152	212	298	164	331	238	255	503	26
KANSAS CITY	"W007, P005, 7, 8, 12, 19"	341	133	176	293	161	291	220	231	450	24
KANSAS CITY	"W007, P006, 18"	247	109	152	209	109	231	159	179	344	19
KANSAS CITY	"W007, P009, 10, 11, 17"	281	108	206	179	176	194	244	128	358	29
KANSAS CITY	"W007, P013, 14, 15"	287	141	190	239	181	231	248	161	421	15
KANSAS CITY	"W007, P016"	91	40	64	66	48	76	76	49	125	6
KANSAS CITY	"W008, P001, 4"	1012	269	944	326	658	553	982	252	985	281
KANSAS CITY	"W008, P002, 3"	561	159	496	226	421	261	571	123	614	102
KANSAS CITY	"W008, P005"	681	225	631	273	487	363	678	189	696	195
KANSAS CITY	"W008, P006"	492	156	467	182	315	296	486	135	540	100
KANSAS CITY	"W008, P007, 8"	926	291	842	367	688	467	964	213	1014	189
KANSAS CITY	"W008, P009"	470	177	449	199	358	261	493	133	555	94
KANSAS CITY	"W008, P010, 11, 12"	848	292	741	399	661	432	922	170	1001	137
KANSAS CITY	"W008, P013"	68	22	54	37	51	33	69	14	78	12
KANSAS CITY	"W009, P001"	446	160	396	210	313	248	460	108	479	114
KANSAS CITY	"W009, P002"	545	165	415	292	432	234	572	94	603	100
KANSAS CITY	"W009, P004, 5, 6"	863	294	704	450	678	429	957	168	1007	150
KANSAS CITY	"W009, P008, 7"	481	173	393	260	381	245	530	106	576	74
KANSAS CITY	"W009, P009, 10"	620	278	493	399	505	347	713	147	774	119
KANSAS CITY	"W009, P011"	445	159	352	247	377	196	494	89	518	79
KANSAS CITY	"W009, P012, 3"	471	201	373	292	385	258	532	112	582	84
KANSAS CITY	"W010, P001"	324	210	272	263	314	195	420	97	441	89
KANSAS CITY	"W010, P003, 2"	687	348	577	457	584	407	816	189	886	146
KANSAS CITY	"W010, P005, 6"	518	277	504	285	423	325	605	151	645	141
KANSAS CITY	"W010, P007"	418	292	415	286	385	281	552	125	563	136
KANSAS CITY	"W010, P009, 4, 8"	756	342	639	454	622	419	856	188	942	142
