county,precinct,office,district,party,candidate,votes,election_day,absentee,absentee2
Greene,0018 26-ABC,Secretary of State,,LIB,CARL HERMAN FREESE,41,41,0,0
Greene,0018 26-ABC,Secretary of State,,GRN,PAUL LEHMANN,29,29,0,0
Greene,0018 26-ABC,Secretary of State,,CST,PAUL VENABLE,14,14,0,0
Greene,0018 26-ABC,State Treasurer,,REP,SCOTT FITZPATRICK,659,659,0,0
Greene,0018 26-ABC,State Treasurer,,DEM,VICKI LORENZ ENGLUND,451,451,0,0
Greene,0018 26-ABC,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,63,63,0,0
Greene,0018 26-ABC,State Treasurer,,GRN,JOSEPH CIVETTINI,23,23,0,0
Greene,0018 26-ABC,Attorney General,,REP,ERIC SCHMITT,663,663,0,0
Greene,0018 26-ABC,Attorney General,,DEM,RICH FINNERAN,452,452,0,0
Greene,0018 26-ABC,Attorney General,,LIB,KEVIN C BABCOCK,77,77,0,0
Greene,0018 26-ABC,U.S. House,7,REP,BILLY LONG,600,600,0,0
Greene,0018 26-ABC,U.S. House,7,DEM,TERESA MONTSENY,511,511,0,0
Greene,0018 26-ABC,U.S. House,7,LIB,KEVIN CRAIG,83,83,0,0
Greene,0018 26-ABC,State House,131,REP,BILL OWEN,519,519,0,0
Greene,0018 26-ABC,State House,131,DEM,ALLISON SCHOOLCRAFT,375,375,0,0
Greene,0018 26-ABC,State House,132,REP,SARAH SEMPLE,138,138,0,0
Greene,0018 26-ABC,State House,132,DEM,CRYSTAL QUADE,163,163,0,0
Greene,0018 26-ABC,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,680,680,0,0
Greene,0018 26-ABC,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,508,508,0,0
Greene,0018 26-ABC,SHERIFF GREENE,,REP,JIM C ARNOTT,992,992,0,0
Greene,0018 26-ABC,ASSESSOR GREENE,,REP,BRENT JOHNSON,998,998,0,0
Greene,0018 26-ABC,TREASURER GREENE,,REP,JUSTIN HILL,995,995,0,0
Greene,0018 26-ABC,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,963,963,0,0
Greene,0018 26-ABC,Constitutional Amendment No. 1,,,Yes,570,570,0,0
Greene,0018 26-ABC,Constitutional Amendment No. 1,,,No.,617,617,0,0
Greene,0018 26-ABC,Constitutional Amendment No. 3,,,Yes,578,578,0,0
Greene,0018 26-ABC,Constitutional Amendment No. 3,,,No.,610,610,0,0
Greene,0018 26-ABC,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,839,839,0,0
Greene,0018 26-ABC,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,275,275,0,0
Greene,0018 26-ABC,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,792,792,0,0
Greene,0018 26-ABC,"Court of Appeals Judge, Southern District - Gary W.",,,No.,318,318,0,0
Greene,0018 26-ABC,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,761,761,0,0
Greene,0018 26-ABC,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,346,346,0,0
Greene,0018 26-ABC,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,819,819,0,0
Greene,0018 26-ABC,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,286,286,0,0
Greene,0018 26-ABC,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,790,790,0,0
Greene,0018 26-ABC,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,324,324,0,0
Greene,0018 26-ABC,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,777,777,0,0
Greene,0019 27-BC,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,808,808,0,0
Greene,0019 27-BC,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,446,446,0,0
Greene,0019 27-BC,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,23,23,0,0
Greene,0019 27-BC,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,5,5,0,0
Greene,0019 27-BC,President,,CST,DON BLANKENSHIP WILLIAM MOHR,2,2,0,0
Greene,0019 27-BC,Governor,,REP,MIKE PARSON,778,778,0,0
Greene,0019 27-BC,Governor,,DEM,NICOLE GALLOWAY,455,455,0,0
Greene,0019 27-BC,Governor,,LIB,RIK COMBS,40,40,0,0
Greene,0019 27-BC,Governor,,GRN,JEROME HOWARD BAUER,9,9,0,0
Greene,0019 27-BC,Lieutenant Governor,,REP,MIKE KEHOE,802,802,0,0
Greene,0019 27-BC,Lieutenant Governor,,DEM,ALISSIA CANADY,424,424,0,0
Greene,0019 27-BC,Lieutenant Governor,,LIB,BILL SLANTZ,29,29,0,0
Greene,0019 27-BC,Lieutenant Governor,,GRN,KELLEY DRAGOO,18,18,0,0
Greene,0019 27-BC,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,827,827,0,0
Greene,0019 27-BC,Secretary of State,,DEM,YINKA FALETI,398,398,0,0
Greene,0019 27-BC,Secretary of State,,LIB,CARL HERMAN FREESE,36,36,0,0
Greene,0019 27-BC,Secretary of State,,GRN,PAUL LEHMANN,11,11,0,0
Greene,0019 27-BC,Secretary of State,,CST,PAUL VENABLE,4,4,0,0
Greene,0019 27-BC,State Treasurer,,REP,SCOTT FITZPATRICK,814,814,0,0
Greene,0019 27-BC,State Treasurer,,DEM,VICKI LORENZ ENGLUND,408,408,0,0
Greene,0019 27-BC,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,42,42,0,0
Greene,0019 27-BC,State Treasurer,,GRN,JOSEPH CIVETTINI,9,9,0,0
Greene,0019 27-BC,Attorney General,,REP,ERIC SCHMITT,806,806,0,0
Greene,0019 27-BC,Attorney General,,DEM,RICH FINNERAN,413,413,0,0
Greene,0019 27-BC,Attorney General,,LIB,KEVIN C BABCOCK,50,50,0,0
Greene,0019 27-BC,U.S. House,7,REP,BILLY LONG,763,763,0,0
Greene,0019 27-BC,U.S. House,7,DEM,TERESA MONTSENY,430,430,0,0
Greene,0019 27-BC,U.S. House,7,LIB,KEVIN CRAIG,79,79,0,0
Greene,0019 27-BC,State House,131,REP,BILL OWEN,793,793,0,0
Greene,0019 27-BC,State House,131,DEM,ALLISON SCHOOLCRAFT,477,477,0,0
Greene,0019 27-BC,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,811,811,0,0
Greene,0019 27-BC,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,443,443,0,0
Greene,0019 27-BC,SHERIFF GREENE,,REP,JIM C ARNOTT,1095,1095,0,0
Greene,0019 27-BC,ASSESSOR GREENE,,REP,BRENT JOHNSON,1101,1101,0,0
Greene,0019 27-BC,TREASURER GREENE,,REP,JUSTIN HILL,1101,1101,0,0
Greene,0019 27-BC,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1064,1064,0,0
Greene,0019 27-BC,Constitutional Amendment No. 1,,,Yes,640,640,0,0
Greene,0019 27-BC,Constitutional Amendment No. 1,,,No.,598,598,0,0
Greene,0019 27-BC,Constitutional Amendment No. 3,,,Yes,663,663,0,0
Greene,0019 27-BC,Constitutional Amendment No. 3,,,No.,579,579,0,0
Greene,0019 27-BC,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,908,908,0,0
Greene,0019 27-BC,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,263,263,0,0
Greene,0019 27-BC,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,881,881,0,0
Greene,0019 27-BC,"Court of Appeals Judge, Southern District - Gary W.",,,No.,282,282,0,0
Greene,0019 27-BC,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,857,857,0,0
Greene,0019 27-BC,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,303,303,0,0
Greene,0019 27-BC,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,904,904,0,0
Greene,0019 27-BC,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,258,258,0,0
Greene,0019 27-BC,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,874,874,0,0
Greene,0019 27-BC,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,286,286,0,0
Greene,0019 27-BC,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,879,879,0,0
Greene,0020 29-ABC,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,1352,1352,0,0
Greene,0020 29-ABC,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,674,674,0,0
Greene,0020 29-ABC,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,64,64,0,0
Greene,0020 29-ABC,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,10,10,0,0
Greene,0020 29-ABC,President,,CST,DON BLANKENSHIP WILLIAM MOHR,3,3,0,0
Greene,0020 29-ABC,Governor,,REP,MIKE PARSON,1323,1323,0,0
Greene,0020 29-ABC,Governor,,DEM,NICOLE GALLOWAY,671,671,0,0
Greene,0020 29-ABC,Governor,,LIB,RIK COMBS,80,80,0,0
Greene,0020 29-ABC,Governor,,GRN,JEROME HOWARD BAUER,14,14,0,0
Greene,0020 29-ABC,Lieutenant Governor,,REP,MIKE KEHOE,1338,1338,0,0
Greene,0020 29-ABC,Lieutenant Governor,,DEM,ALISSIA CANADY,636,636,0,0
Greene,0020 29-ABC,Lieutenant Governor,,LIB,BILL SLANTZ,78,78,0,0
Greene,0020 29-ABC,Lieutenant Governor,,GRN,KELLEY DRAGOO,22,22,0,0
Greene,0020 29-ABC,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,1372,1372,0,0
Greene,0020 29-ABC,Secretary of State,,DEM,YINKA FALETI,603,603,0,0
Greene,0020 29-ABC,Secretary of State,,LIB,CARL HERMAN FREESE,70,70,0,0
Greene,0020 29-ABC,Secretary of State,,GRN,PAUL LEHMANN,17,17,0,0
Greene,0020 29-ABC,Secretary of State,,CST,PAUL VENABLE,13,13,0,0
Greene,0020 29-ABC,State Treasurer,,REP,SCOTT FITZPATRICK,1367,1367,0,0
Greene,0020 29-ABC,State Treasurer,,DEM,VICKI LORENZ ENGLUND,601,601,0,0
Greene,0020 29-ABC,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,78,78,0,0
Greene,0020 29-ABC,State Treasurer,,GRN,JOSEPH CIVETTINI,18,18,0,0
Greene,0020 29-ABC,Attorney General,,REP,ERIC SCHMITT,1366,1366,0,0
Greene,0020 29-ABC,Attorney General,,DEM,RICH FINNERAN,598,598,0,0
Greene,0020 29-ABC,Attorney General,,LIB,KEVIN C BABCOCK,108,108,0,0
Greene,0020 29-ABC,U.S. House,7,REP,BILLY LONG,1281,1281,0,0
Greene,0020 29-ABC,U.S. House,7,DEM,TERESA MONTSENY,655,655,0,0
Greene,0020 29-ABC,U.S. House,7,LIB,KEVIN CRAIG,123,123,0,0
Greene,0020 29-ABC,State House,131,REP,BILL OWEN,1340,1340,0,0
Greene,0020 29-ABC,State House,131,DEM,ALLISON SCHOOLCRAFT,715,715,0,0
Greene,0020 29-ABC,State House,137,REP,JOHN F. BLACK,7,7,0,0
Greene,0020 29-ABC,State House,137,DEM,RAYMOND LAMPERT,2,2,0,0
Greene,0020 29-ABC,COMMISSIONER - DISTRICT 2 DST 2,,REP,JOHN C. RUSSELL,1290,1290,0,0
Greene,0020 29-ABC,COMMISSIONER - DISTRICT 2 DST 2,,DEM,SARA LAMPE,691,691,0,0
Greene,0020 29-ABC,COMMISSIONER - DISTRICT 2 DST 2,,LIB,CECIL A. INCE,80,80,0,0
Greene,0020 29-ABC,SHERIFF GREENE,,REP,JIM C ARNOTT,1807,1807,0,0
Greene,0020 29-ABC,ASSESSOR GREENE,,REP,BRENT JOHNSON,1828,1828,0,0
Greene,0020 29-ABC,TREASURER GREENE,,REP,JUSTIN HILL,1831,1831,0,0
Greene,0020 29-ABC,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1805,1805,0,0
Greene,0020 29-ABC,Constitutional Amendment No. 1,,,Yes,1037,1037,0,0
Greene,0020 29-ABC,Constitutional Amendment No. 1,,,No.,1002,1002,0,0
Greene,0020 29-ABC,Constitutional Amendment No. 3,,,Yes,1063,1063,0,0
Greene,0020 29-ABC,Constitutional Amendment No. 3,,,No.,978,978,0,0
Greene,0020 29-ABC,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,1493,1493,0,0
Greene,0020 29-ABC,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,443,443,0,0
Greene,0020 29-ABC,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,1454,1454,0,0
Greene,0020 29-ABC,"Court of Appeals Judge, Southern District - Gary W.",,,No.,480,480,0,0
Greene,0020 29-ABC,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,1392,1392,0,0
Greene,0020 29-ABC,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,525,525,0,0
Greene,0020 29-ABC,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,1465,1465,0,0
Greene,0020 29-ABC,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,455,455,0,0
Greene,0020 29-ABC,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,1428,1428,0,0
Greene,0020 29-ABC,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,496,496,0,0
Greene,0020 29-ABC,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,1419,1419,0,0
Greene,0021 30-AB,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,579,579,0,0
Greene,0021 30-AB,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,382,382,0,0
Greene,0021 30-AB,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,40,40,0,0
Greene,0021 30-AB,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,5,5,0,0
Greene,0021 30-AB,President,,CST,DON BLANKENSHIP WILLIAM MOHR,0,0,0,0
Greene,0021 30-AB,Governor,,REP,MIKE PARSON,580,580,0,0
Greene,0021 30-AB,Governor,,DEM,NICOLE GALLOWAY,382,382,0,0
Greene,0021 30-AB,Governor,,LIB,RIK COMBS,37,37,0,0
Greene,0021 30-AB,Governor,,GRN,JEROME HOWARD BAUER,6,6,0,0
Greene,0021 30-AB,Lieutenant Governor,,REP,MIKE KEHOE,586,586,0,0
Greene,0021 30-AB,Lieutenant Governor,,DEM,ALISSIA CANADY,353,353,0,0
Greene,0021 30-AB,Lieutenant Governor,,LIB,BILL SLANTZ,27,27,0,0
Greene,0021 30-AB,Lieutenant Governor,,GRN,KELLEY DRAGOO,26,26,0,0
Greene,0021 30-AB,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,616,616,0,0
Greene,0021 30-AB,Secretary of State,,DEM,YINKA FALETI,324,324,0,0
Greene,0021 30-AB,Secretary of State,,LIB,CARL HERMAN FREESE,35,35,0,0
Greene,0021 30-AB,Secretary of State,,GRN,PAUL LEHMANN,16,16,0,0
Greene,0021 30-AB,Secretary of State,,CST,PAUL VENABLE,5,5,0,0
Greene,0021 30-AB,State Treasurer,,REP,SCOTT FITZPATRICK,605,605,0,0
Greene,0021 30-AB,State Treasurer,,DEM,VICKI LORENZ ENGLUND,334,334,0,0
Greene,0021 30-AB,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,41,41,0,0
Greene,0021 30-AB,State Treasurer,,GRN,JOSEPH CIVETTINI,10,10,0,0
Greene,0021 30-AB,Attorney General,,REP,ERIC SCHMITT,617,617,0,0
Greene,0021 30-AB,Attorney General,,DEM,RICH FINNERAN,333,333,0,0
Greene,0021 30-AB,Attorney General,,LIB,KEVIN C BABCOCK,39,39,0,0
Greene,0021 30-AB,U.S. House,7,REP,BILLY LONG,565,565,0,0
Greene,0021 30-AB,U.S. House,7,DEM,TERESA MONTSENY,365,365,0,0
Greene,0021 30-AB,U.S. House,7,LIB,KEVIN CRAIG,58,58,0,0
Greene,0021 30-AB,State House,132,REP,SARAH SEMPLE,171,171,0,0
Greene,0021 30-AB,State House,132,DEM,CRYSTAL QUADE,128,128,0,0
Greene,0021 30-AB,State House,135,REP,STEVE HELMS,419,419,0,0
Greene,0021 30-AB,State House,135,DEM,BETSY FOGLE,252,252,0,0
Greene,0021 30-AB,State House,135,GRN,VICKE KEPLING,23,23,0,0
Greene,0021 30-AB,COMMISSIONER - DISTRICT 2 DST 2,,REP,JOHN C. RUSSELL,557,557,0,0
Greene,0021 30-AB,COMMISSIONER - DISTRICT 2 DST 2,,DEM,SARA LAMPE,389,389,0,0
Greene,0021 30-AB,COMMISSIONER - DISTRICT 2 DST 2,,LIB,CECIL A. INCE,38,38,0,0
Greene,0021 30-AB,SHERIFF GREENE,,REP,JIM C ARNOTT,843,843,0,0
Greene,0021 30-AB,ASSESSOR GREENE,,REP,BRENT JOHNSON,859,859,0,0
Greene,0021 30-AB,TREASURER GREENE,,REP,JUSTIN HILL,859,859,0,0
Greene,0021 30-AB,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,852,852,0,0
Greene,0021 30-AB,Constitutional Amendment No. 1,,,Yes,506,506,0,0
Greene,0021 30-AB,Constitutional Amendment No. 1,,,No.,471,471,0,0
Greene,0021 30-AB,Constitutional Amendment No. 3,,,Yes,464,464,0,0
Greene,0021 30-AB,Constitutional Amendment No. 3,,,No.,510,510,0,0
Greene,0021 30-AB,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,693,693,0,0
Greene,0021 30-AB,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,220,220,0,0
Greene,0021 30-AB,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,667,667,0,0
Greene,0021 30-AB,"Court of Appeals Judge, Southern District - Gary W.",,,No.,242,242,0,0
Greene,0021 30-AB,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,652,652,0,0
Greene,0021 30-AB,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,263,263,0,0
Greene,0021 30-AB,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,688,688,0,0
Greene,0021 30-AB,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,219,219,0,0
Greene,0021 30-AB,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,659,659,0,0
Greene,0021 30-AB,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,256,256,0,0
Greene,0021 30-AB,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,651,651,0,0
Greene,0022 31-ABC,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,1085,1085,0,0
Greene,0022 31-ABC,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,754,754,0,0
Greene,0022 31-ABC,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,45,45,0,0
Greene,0022 31-ABC,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,10,10,0,0
Greene,0022 31-ABC,President,,CST,DON BLANKENSHIP WILLIAM MOHR,1,1,0,0
Greene,0022 31-ABC,Governor,,REP,MIKE PARSON,1066,1066,0,0
Greene,0022 31-ABC,Governor,,DEM,NICOLE GALLOWAY,756,756,0,0
Greene,0022 31-ABC,Governor,,LIB,RIK COMBS,54,54,0,0
Greene,0022 31-ABC,Governor,,GRN,JEROME HOWARD BAUER,17,17,0,0
Greene,0022 31-ABC,Lieutenant Governor,,REP,MIKE KEHOE,1068,1068,0,0
Greene,0022 31-ABC,Lieutenant Governor,,DEM,ALISSIA CANADY,688,688,0,0
Greene,0022 31-ABC,Lieutenant Governor,,LIB,BILL SLANTZ,65,65,0,0
Greene,0022 31-ABC,Lieutenant Governor,,GRN,KELLEY DRAGOO,39,39,0,0
Greene,0022 31-ABC,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,1082,1082,0,0
Greene,0022 31-ABC,Secretary of State,,DEM,YINKA FALETI,668,668,0,0
Greene,0022 31-ABC,Secretary of State,,LIB,CARL HERMAN FREESE,70,70,0,0
Greene,0022 31-ABC,Secretary of State,,GRN,PAUL LEHMANN,32,32,0,0
Greene,0022 31-ABC,Secretary of State,,CST,PAUL VENABLE,9,9,0,0
Greene,0022 31-ABC,State Treasurer,,REP,SCOTT FITZPATRICK,1082,1082,0,0
Greene,0022 31-ABC,State Treasurer,,DEM,VICKI LORENZ ENGLUND,667,667,0,0
Greene,0022 31-ABC,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,85,85,0,0
Greene,0022 31-ABC,State Treasurer,,GRN,JOSEPH CIVETTINI,21,21,0,0
Greene,0022 31-ABC,Attorney General,,REP,ERIC SCHMITT,1094,1094,0,0
Greene,0022 31-ABC,Attorney General,,DEM,RICH FINNERAN,661,661,0,0
Greene,0022 31-ABC,Attorney General,,LIB,KEVIN C BABCOCK,96,96,0,0
Greene,0022 31-ABC,U.S. House,7,REP,BILLY LONG,1017,1017,0,0
Greene,0022 31-ABC,U.S. House,7,DEM,TERESA MONTSENY,717,717,0,0
Greene,0022 31-ABC,U.S. House,7,LIB,KEVIN CRAIG,120,120,0,0
Greene,0022 31-ABC,State House,135,REP,STEVE HELMS,1066,1066,0,0
Greene,0022 31-ABC,State House,135,DEM,BETSY FOGLE,695,695,0,0
Greene,0022 31-ABC,State House,135,GRN,VICKE KEPLING,106,106,0,0
Greene,0022 31-ABC,COMMISSIONER - DISTRICT 2 DST 2,,REP,JOHN C. RUSSELL,1024,1024,0,0
Greene,0022 31-ABC,COMMISSIONER - DISTRICT 2 DST 2,,DEM,SARA LAMPE,754,754,0,0
Greene,0022 31-ABC,COMMISSIONER - DISTRICT 2 DST 2,,LIB,CECIL A. INCE,74,74,0,0
Greene,0022 31-ABC,SHERIFF GREENE,,REP,JIM C ARNOTT,1507,1507,0,0
Greene,0022 31-ABC,ASSESSOR GREENE,,REP,BRENT JOHNSON,1543,1543,0,0
Greene,0022 31-ABC,TREASURER GREENE,,REP,JUSTIN HILL,1531,1531,0,0
Greene,0022 31-ABC,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1517,1517,0,0
Greene,0022 31-ABC,Constitutional Amendment No. 1,,,Yes,901,901,0,0
Greene,0022 31-ABC,Constitutional Amendment No. 1,,,No.,937,937,0,0
Greene,0022 31-ABC,Constitutional Amendment No. 3,,,Yes,869,869,0,0
Greene,0022 31-ABC,Constitutional Amendment No. 3,,,No.,966,966,0,0
Greene,0022 31-ABC,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,1273,1273,0,0
Greene,0022 31-ABC,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,416,416,0,0
Greene,0022 31-ABC,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,1195,1195,0,0
Greene,0022 31-ABC,"Court of Appeals Judge, Southern District - Gary W.",,,No.,480,480,0,0
Greene,0022 31-ABC,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,1144,1144,0,0
Greene,0022 31-ABC,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,537,537,0,0
Greene,0022 31-ABC,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,1232,1232,0,0
Greene,0022 31-ABC,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,444,444,0,0
Greene,0022 31-ABC,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,1204,1204,0,0
Greene,0022 31-ABC,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,476,476,0,0
Greene,0022 31-ABC,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,1191,1191,0,0
Greene,0023 32-AC/38-AB,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,1067,1067,0,0
Greene,0023 32-AC/38-AB,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,792,792,0,0
Greene,0023 32-AC/38-AB,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,32,32,0,0
Greene,0023 32-AC/38-AB,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,12,12,0,0
Greene,0023 32-AC/38-AB,President,,CST,DON BLANKENSHIP WILLIAM MOHR,3,3,0,0
Greene,0023 32-AC/38-AB,Governor,,REP,MIKE PARSON,1083,1083,0,0
Greene,0023 32-AC/38-AB,Governor,,DEM,NICOLE GALLOWAY,764,764,0,0
Greene,0023 32-AC/38-AB,Governor,,LIB,RIK COMBS,47,47,0,0
Greene,0023 32-AC/38-AB,Governor,,GRN,JEROME HOWARD BAUER,15,15,0,0
Greene,0023 32-AC/38-AB,Lieutenant Governor,,REP,MIKE KEHOE,1093,1093,0,0
Greene,0023 32-AC/38-AB,Lieutenant Governor,,DEM,ALISSIA CANADY,714,714,0,0
Greene,0023 32-AC/38-AB,Lieutenant Governor,,LIB,BILL SLANTZ,45,45,0,0
Greene,0023 32-AC/38-AB,Lieutenant Governor,,GRN,KELLEY DRAGOO,28,28,0,0
Greene,0023 32-AC/38-AB,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,1123,1123,0,0
Greene,0023 32-AC/38-AB,Secretary of State,,DEM,YINKA FALETI,687,687,0,0
Greene,0023 32-AC/38-AB,Secretary of State,,LIB,CARL HERMAN FREESE,47,47,0,0
Greene,0023 32-AC/38-AB,Secretary of State,,GRN,PAUL LEHMANN,18,18,0,0
Greene,0023 32-AC/38-AB,Secretary of State,,CST,PAUL VENABLE,14,14,0,0
Greene,0023 32-AC/38-AB,State Treasurer,,REP,SCOTT FITZPATRICK,1126,1126,0,0
Greene,0023 32-AC/38-AB,State Treasurer,,DEM,VICKI LORENZ ENGLUND,679,679,0,0
Greene,0023 32-AC/38-AB,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,56,56,0,0
Greene,0023 32-AC/38-AB,State Treasurer,,GRN,JOSEPH CIVETTINI,15,15,0,0
Greene,0023 32-AC/38-AB,Attorney General,,REP,ERIC SCHMITT,1132,1132,0,0
Greene,0023 32-AC/38-AB,Attorney General,,DEM,RICH FINNERAN,679,679,0,0
Greene,0023 32-AC/38-AB,Attorney General,,LIB,KEVIN C BABCOCK,61,61,0,0
Greene,0023 32-AC/38-AB,U.S. House,7,REP,BILLY LONG,1060,1060,0,0
Greene,0023 32-AC/38-AB,U.S. House,7,DEM,TERESA MONTSENY,725,725,0,0
Greene,0023 32-AC/38-AB,U.S. House,7,LIB,KEVIN CRAIG,90,90,0,0
Greene,0023 32-AC/38-AB,State House,135,REP,STEVE HELMS,535,535,0,0
Greene,0023 32-AC/38-AB,State House,135,DEM,BETSY FOGLE,424,424,0,0
Greene,0023 32-AC/38-AB,State House,135,GRN,VICKE KEPLING,46,46,0,0
Greene,0023 32-AC/38-AB,State House,136,REP,CRAIG FISHEL,529,529,0,0
Greene,0023 32-AC/38-AB,State House,136,DEM,JEFF MUNZINGER,344,344,0,0
Greene,0023 32-AC/38-AB,COMMISSIONER - DISTRICT 2 DST 2,,REP,JOHN C. RUSSELL,1031,1031,0,0
Greene,0023 32-AC/38-AB,COMMISSIONER - DISTRICT 2 DST 2,,DEM,SARA LAMPE,779,779,0,0
Greene,0023 32-AC/38-AB,COMMISSIONER - DISTRICT 2 DST 2,,LIB,CECIL A. INCE,54,54,0,0
Greene,0023 32-AC/38-AB,SHERIFF GREENE,,REP,JIM C ARNOTT,1552,1552,0,0
Greene,0023 32-AC/38-AB,ASSESSOR GREENE,,REP,BRENT JOHNSON,1567,1567,0,0
Greene,0023 32-AC/38-AB,TREASURER GREENE,,REP,JUSTIN HILL,1562,1562,0,0
